Belgium,Actual Load (MW)
2017-12-10 23:15:00+01:00,10472
2017-12-10 23:30:00+01:00,10375
2017-12-10 23:45:00+01:00,10213
2017-12-11 00:00:00+01:00,10105
2017-12-11 00:15:00+01:00,10008
2017-12-11 00:30:00+01:00,9943
2017-12-11 00:45:00+01:00,9871
2017-12-11 01:00:00+01:00,9877
2017-12-11 01:15:00+01:00,9798
2017-12-11 01:30:00+01:00,9631
2017-12-11 01:45:00+01:00,9699
2017-12-11 02:00:00+01:00,9557
2017-12-11 02:15:00+01:00,9534
2017-12-11 02:30:00+01:00,9358
2017-12-11 02:45:00+01:00,9373
2017-12-11 03:00:00+01:00,9379
2017-12-11 03:15:00+01:00,9373
2017-12-11 03:30:00+01:00,9246
2017-12-11 03:45:00+01:00,9231
2017-12-11 04:00:00+01:00,9168
2017-12-11 04:15:00+01:00,9065
2017-12-11 04:30:00+01:00,9100
2017-12-11 04:45:00+01:00,9043
2017-12-11 05:00:00+01:00,9110
2017-12-11 05:15:00+01:00,9350
2017-12-11 05:30:00+01:00,9391
2017-12-11 05:45:00+01:00,9682
2017-12-11 06:00:00+01:00,10022
2017-12-11 06:15:00+01:00,10142
2017-12-11 06:30:00+01:00,10708
2017-12-11 06:45:00+01:00,11070
2017-12-11 07:00:00+01:00,11292
2017-12-11 07:15:00+01:00,11538
2017-12-11 07:30:00+01:00,11849
2017-12-11 07:45:00+01:00,11996
2017-12-11 08:00:00+01:00,12061
2017-12-11 08:15:00+01:00,12244
2017-12-11 08:30:00+01:00,12507
2017-12-11 08:45:00+01:00,12630
2017-12-11 09:00:00+01:00,12673
2017-12-11 09:15:00+01:00,12931
2017-12-11 09:30:00+01:00,13039
2017-12-11 09:45:00+01:00,12969
2017-12-11 10:00:00+01:00,13051
2017-12-11 10:15:00+01:00,13029
2017-12-11 10:30:00+01:00,12991
2017-12-11 10:45:00+01:00,13117
2017-12-11 11:00:00+01:00,13133
2017-12-11 11:15:00+01:00,13104
2017-12-11 11:30:00+01:00,13149
2017-12-11 11:45:00+01:00,13193
2017-12-11 12:00:00+01:00,13012
2017-12-11 12:15:00+01:00,12928
2017-12-11 12:30:00+01:00,12919
2017-12-11 12:45:00+01:00,12933
2017-12-11 13:00:00+01:00,12957
2017-12-11 13:15:00+01:00,12955
2017-12-11 13:30:00+01:00,13238
2017-12-11 13:45:00+01:00,12843
2017-12-11 14:00:00+01:00,13069
2017-12-11 14:15:00+01:00,12984
2017-12-11 14:30:00+01:00,12925
2017-12-11 14:45:00+01:00,12947
2017-12-11 15:00:00+01:00,12862
2017-12-11 15:15:00+01:00,12866
2017-12-11 15:30:00+01:00,12759
2017-12-11 15:45:00+01:00,12735
2017-12-11 16:00:00+01:00,12866
2017-12-11 16:15:00+01:00,12846
2017-12-11 16:30:00+01:00,12989
2017-12-11 16:45:00+01:00,13186
2017-12-11 17:00:00+01:00,13066
2017-12-11 17:15:00+01:00,13087
2017-12-11 17:30:00+01:00,13224
2017-12-11 17:45:00+01:00,13407
2017-12-11 18:00:00+01:00,13405
2017-12-11 18:15:00+01:00,13254
2017-12-11 18:30:00+01:00,13205
2017-12-11 18:45:00+01:00,12957
2017-12-11 19:00:00+01:00,12903
2017-12-11 19:15:00+01:00,12910
2017-12-11 19:30:00+01:00,12656
2017-12-11 19:45:00+01:00,12487
2017-12-11 20:00:00+01:00,12476
2017-12-11 20:15:00+01:00,12253
2017-12-11 20:30:00+01:00,12164
2017-12-11 20:45:00+01:00,11956
2017-12-11 21:00:00+01:00,11919
2017-12-11 21:15:00+01:00,11776
2017-12-11 21:30:00+01:00,11627
2017-12-11 21:45:00+01:00,11460
2017-12-11 22:00:00+01:00,11577
2017-12-11 22:15:00+01:00,11727
2017-12-11 22:30:00+01:00,11763
2017-12-11 22:45:00+01:00,11555
2017-12-11 23:00:00+01:00,11723
2017-12-11 23:15:00+01:00,11625
2017-12-11 23:30:00+01:00,11331
2017-12-11 23:45:00+01:00,11193
2017-12-12 00:00:00+01:00,10990
2017-12-12 00:15:00+01:00,11035
2017-12-12 00:30:00+01:00,10858
2017-12-12 00:45:00+01:00,10790
2017-12-12 01:00:00+01:00,10838
2017-12-12 01:15:00+01:00,10664
2017-12-12 01:30:00+01:00,10470
2017-12-12 01:45:00+01:00,10130
2017-12-12 02:00:00+01:00,10431
2017-12-12 02:15:00+01:00,10426
2017-12-12 02:30:00+01:00,10211
2017-12-12 02:45:00+01:00,9797
2017-12-12 03:00:00+01:00,10080
2017-12-12 03:15:00+01:00,10311
2017-12-12 03:30:00+01:00,10053
2017-12-12 03:45:00+01:00,9835
2017-12-12 04:00:00+01:00,9819
2017-12-12 04:15:00+01:00,9790
2017-12-12 04:30:00+01:00,9864
2017-12-12 04:45:00+01:00,10163
2017-12-12 05:00:00+01:00,10061
2017-12-12 05:15:00+01:00,10106
2017-12-12 05:30:00+01:00,10506
2017-12-12 05:45:00+01:00,10832
2017-12-12 06:00:00+01:00,11313
2017-12-12 06:15:00+01:00,11213
2017-12-12 06:30:00+01:00,11248
2017-12-12 06:45:00+01:00,11516
2017-12-12 07:00:00+01:00,11789
2017-12-12 07:15:00+01:00,12182
2017-12-12 07:30:00+01:00,12515
2017-12-12 07:45:00+01:00,12627
2017-12-12 08:00:00+01:00,12627
2017-12-12 08:15:00+01:00,12827
2017-12-12 08:30:00+01:00,12890
2017-12-12 08:45:00+01:00,12873
2017-12-12 09:00:00+01:00,12815
2017-12-12 09:15:00+01:00,12604
2017-12-12 09:30:00+01:00,12734
2017-12-12 09:45:00+01:00,12709
2017-12-12 10:00:00+01:00,12735
2017-12-12 10:15:00+01:00,12694
2017-12-12 10:30:00+01:00,12738
2017-12-12 10:45:00+01:00,12716
2017-12-12 11:00:00+01:00,12715
2017-12-12 11:15:00+01:00,12958
2017-12-12 11:30:00+01:00,12996
2017-12-12 11:45:00+01:00,12899
2017-12-12 12:00:00+01:00,12835
2017-12-12 12:15:00+01:00,12596
2017-12-12 12:30:00+01:00,12672
2017-12-12 12:45:00+01:00,12752
2017-12-12 13:00:00+01:00,12890
2017-12-12 13:15:00+01:00,12871
2017-12-12 13:30:00+01:00,12932
2017-12-12 13:45:00+01:00,12905
2017-12-12 14:00:00+01:00,12716
2017-12-12 14:15:00+01:00,12679
2017-12-12 14:30:00+01:00,12630
2017-12-12 14:45:00+01:00,12454
2017-12-12 15:00:00+01:00,12454
2017-12-12 15:15:00+01:00,12529
2017-12-12 15:30:00+01:00,12543
2017-12-12 15:45:00+01:00,12483
2017-12-12 16:00:00+01:00,12366
2017-12-12 16:15:00+01:00,12552
2017-12-12 16:30:00+01:00,12609
2017-12-12 16:45:00+01:00,12960
2017-12-12 17:00:00+01:00,13100
2017-12-12 17:15:00+01:00,13145
2017-12-12 17:30:00+01:00,13259
2017-12-12 17:45:00+01:00,13230
2017-12-12 18:00:00+01:00,13120
2017-12-12 18:15:00+01:00,13162
2017-12-12 18:30:00+01:00,13057
2017-12-12 18:45:00+01:00,12877
2017-12-12 19:00:00+01:00,12694
2017-12-12 19:15:00+01:00,12529
2017-12-12 19:30:00+01:00,12470
2017-12-12 19:45:00+01:00,12372
2017-12-12 20:00:00+01:00,12260
2017-12-12 20:15:00+01:00,12038
2017-12-12 20:30:00+01:00,11987
2017-12-12 20:45:00+01:00,11705
2017-12-12 21:00:00+01:00,11629
2017-12-12 21:15:00+01:00,11338
2017-12-12 21:30:00+01:00,11368
2017-12-12 21:45:00+01:00,11212
2017-12-12 22:00:00+01:00,11266
2017-12-12 22:15:00+01:00,11446
2017-12-12 22:30:00+01:00,11444
2017-12-12 22:45:00+01:00,11502
2017-12-12 23:00:00+01:00,11617
2017-12-12 23:15:00+01:00,11624
2017-12-12 23:30:00+01:00,11491
2017-12-12 23:45:00+01:00,11211
2017-12-13 00:00:00+01:00,10982
2017-12-13 00:15:00+01:00,10896
2017-12-13 00:30:00+01:00,10858
2017-12-13 00:45:00+01:00,10602
2017-12-13 01:00:00+01:00,10557
2017-12-13 01:15:00+01:00,10392
2017-12-13 01:30:00+01:00,10267
2017-12-13 01:45:00+01:00,10125
2017-12-13 02:00:00+01:00,10178
2017-12-13 02:15:00+01:00,9995
2017-12-13 02:30:00+01:00,9984
2017-12-13 02:45:00+01:00,9795
2017-12-13 03:00:00+01:00,9902
2017-12-13 03:15:00+01:00,9816
2017-12-13 03:30:00+01:00,9701
2017-12-13 03:45:00+01:00,9736
2017-12-13 04:00:00+01:00,9733
2017-12-13 04:15:00+01:00,9709
2017-12-13 04:30:00+01:00,9669
2017-12-13 04:45:00+01:00,9736
2017-12-13 05:00:00+01:00,9938
2017-12-13 05:15:00+01:00,10035
2017-12-13 05:30:00+01:00,10204
2017-12-13 05:45:00+01:00,10401
2017-12-13 06:00:00+01:00,10715
2017-12-13 06:15:00+01:00,11058
2017-12-13 06:30:00+01:00,11363
2017-12-13 06:45:00+01:00,11658
2017-12-13 07:00:00+01:00,11796
2017-12-13 07:15:00+01:00,12135
2017-12-13 07:30:00+01:00,12281
2017-12-13 07:45:00+01:00,12361
2017-12-13 08:00:00+01:00,12393
2017-12-13 08:15:00+01:00,12532
2017-12-13 08:30:00+01:00,12590
2017-12-13 08:45:00+01:00,12592
2017-12-13 09:00:00+01:00,12719
2017-12-13 09:15:00+01:00,12701
2017-12-13 09:30:00+01:00,12721
2017-12-13 09:45:00+01:00,12817
2017-12-13 10:00:00+01:00,12780
2017-12-13 10:15:00+01:00,12726
2017-12-13 10:30:00+01:00,12699
2017-12-13 10:45:00+01:00,12811
2017-12-13 11:00:00+01:00,12785
2017-12-13 11:15:00+01:00,13048
2017-12-13 11:30:00+01:00,12827
2017-12-13 11:45:00+01:00,12619
2017-12-13 12:00:00+01:00,12526
2017-12-13 12:15:00+01:00,12596
2017-12-13 12:30:00+01:00,12728
2017-12-13 12:45:00+01:00,12683
2017-12-13 13:00:00+01:00,12718
2017-12-13 13:15:00+01:00,12669
2017-12-13 13:30:00+01:00,12730
2017-12-13 13:45:00+01:00,12669
2017-12-13 14:00:00+01:00,12620
2017-12-13 14:15:00+01:00,12525
2017-12-13 14:30:00+01:00,12573
2017-12-13 14:45:00+01:00,12444
2017-12-13 15:00:00+01:00,12471
2017-12-13 15:15:00+01:00,12404
2017-12-13 15:30:00+01:00,12429
2017-12-13 15:45:00+01:00,12406
2017-12-13 16:00:00+01:00,12411
2017-12-13 16:15:00+01:00,12568
2017-12-13 16:30:00+01:00,12552
2017-12-13 16:45:00+01:00,12595
2017-12-13 17:00:00+01:00,12664
2017-12-13 17:15:00+01:00,12720
2017-12-13 17:30:00+01:00,12921
2017-12-13 17:45:00+01:00,12876
2017-12-13 18:00:00+01:00,12813
2017-12-13 18:15:00+01:00,12629
2017-12-13 18:30:00+01:00,12598
2017-12-13 18:45:00+01:00,12706
2017-12-13 19:00:00+01:00,12486
2017-12-13 19:15:00+01:00,12126
2017-12-13 19:30:00+01:00,12043
2017-12-13 19:45:00+01:00,11959
2017-12-13 20:00:00+01:00,11925
2017-12-13 20:15:00+01:00,11825
2017-12-13 20:30:00+01:00,11640
2017-12-13 20:45:00+01:00,11418
2017-12-13 21:00:00+01:00,11200
2017-12-13 21:15:00+01:00,11104
2017-12-13 21:30:00+01:00,10997
2017-12-13 21:45:00+01:00,10614
2017-12-13 22:00:00+01:00,10851
2017-12-13 22:15:00+01:00,11003
2017-12-13 22:30:00+01:00,11169
2017-12-13 22:45:00+01:00,11191
2017-12-13 23:00:00+01:00,11312
2017-12-13 23:15:00+01:00,11124
2017-12-13 23:30:00+01:00,10886
2017-12-13 23:45:00+01:00,10752
2017-12-14 00:00:00+01:00,10428
2017-12-14 00:15:00+01:00,10286
2017-12-14 00:30:00+01:00,10133
2017-12-14 00:45:00+01:00,10266
2017-12-14 01:00:00+01:00,9986
2017-12-14 01:15:00+01:00,9784
2017-12-14 01:30:00+01:00,9678
2017-12-14 01:45:00+01:00,9731
2017-12-14 02:00:00+01:00,9762
2017-12-14 02:15:00+01:00,9686
2017-12-14 02:30:00+01:00,9737
2017-12-14 02:45:00+01:00,9531
2017-12-14 03:00:00+01:00,9521
2017-12-14 03:15:00+01:00,9244
2017-12-14 03:30:00+01:00,9166
2017-12-14 03:45:00+01:00,9260
2017-12-14 04:00:00+01:00,9257
2017-12-14 04:15:00+01:00,9388
2017-12-14 04:30:00+01:00,9400
2017-12-14 04:45:00+01:00,9617
2017-12-14 05:00:00+01:00,9720
2017-12-14 05:15:00+01:00,9799
2017-12-14 05:30:00+01:00,10002
2017-12-14 05:45:00+01:00,10067
2017-12-14 06:00:00+01:00,10561
2017-12-14 06:15:00+01:00,10869
2017-12-14 06:30:00+01:00,11176
2017-12-14 06:45:00+01:00,11531
2017-12-14 07:00:00+01:00,11632
2017-12-14 07:15:00+01:00,11947
2017-12-14 07:30:00+01:00,12174
2017-12-14 07:45:00+01:00,12183
2017-12-14 08:00:00+01:00,12299
2017-12-14 08:15:00+01:00,12383
2017-12-14 08:30:00+01:00,12507
2017-12-14 08:45:00+01:00,12204
2017-12-14 09:00:00+01:00,12246
2017-12-14 09:15:00+01:00,12313
2017-12-14 09:30:00+01:00,12324
2017-12-14 09:45:00+01:00,12360
2017-12-14 10:00:00+01:00,12306
2017-12-14 10:15:00+01:00,12289
2017-12-14 10:30:00+01:00,12405
2017-12-14 10:45:00+01:00,12465
2017-12-14 11:00:00+01:00,12348
2017-12-14 11:15:00+01:00,12328
2017-12-14 11:30:00+01:00,12297
2017-12-14 11:45:00+01:00,12260
2017-12-14 12:00:00+01:00,12160
2017-12-14 12:15:00+01:00,12024
2017-12-14 12:30:00+01:00,12044
2017-12-14 12:45:00+01:00,12050
2017-12-14 13:00:00+01:00,12056
2017-12-14 13:15:00+01:00,12079
2017-12-14 13:30:00+01:00,12007
2017-12-14 13:45:00+01:00,11968
2017-12-14 14:00:00+01:00,11925
2017-12-14 14:15:00+01:00,11976
2017-12-14 14:30:00+01:00,11950
2017-12-14 14:45:00+01:00,11984
2017-12-14 15:00:00+01:00,11869
2017-12-14 15:15:00+01:00,11943
2017-12-14 15:30:00+01:00,11997
2017-12-14 15:45:00+01:00,12053
2017-12-14 16:00:00+01:00,12049
2017-12-14 16:15:00+01:00,12138
2017-12-14 16:30:00+01:00,12335
2017-12-14 16:45:00+01:00,12491
2017-12-14 17:00:00+01:00,12586
2017-12-14 17:15:00+01:00,12765
2017-12-14 17:30:00+01:00,12795
2017-12-14 17:45:00+01:00,12890
2017-12-14 18:00:00+01:00,12745
2017-12-14 18:15:00+01:00,12854
2017-12-14 18:30:00+01:00,12783
2017-12-14 18:45:00+01:00,12654
2017-12-14 19:00:00+01:00,12521
2017-12-14 19:15:00+01:00,12483
2017-12-14 19:30:00+01:00,12296
2017-12-14 19:45:00+01:00,12060
2017-12-14 20:00:00+01:00,12048
2017-12-14 20:15:00+01:00,11936
2017-12-14 20:30:00+01:00,11825
2017-12-14 20:45:00+01:00,11601
2017-12-14 21:00:00+01:00,11364
2017-12-14 21:15:00+01:00,11354
2017-12-14 21:30:00+01:00,11171
2017-12-14 21:45:00+01:00,10958
2017-12-14 22:00:00+01:00,11099
2017-12-14 22:15:00+01:00,11296
2017-12-14 22:30:00+01:00,11279
2017-12-14 22:45:00+01:00,11319
2017-12-14 23:00:00+01:00,11335
2017-12-14 23:15:00+01:00,11373
2017-12-14 23:30:00+01:00,11128
2017-12-14 23:45:00+01:00,11038
2017-12-15 00:00:00+01:00,10891
2017-12-15 00:15:00+01:00,10732
2017-12-15 00:30:00+01:00,10576
2017-12-15 00:45:00+01:00,10484
2017-12-15 01:00:00+01:00,10264
2017-12-15 01:15:00+01:00,10248
2017-12-15 01:30:00+01:00,10128
2017-12-15 01:45:00+01:00,10061
2017-12-15 02:00:00+01:00,9953
2017-12-15 02:15:00+01:00,9821
2017-12-15 02:30:00+01:00,9790
2017-12-15 02:45:00+01:00,9720
2017-12-15 03:00:00+01:00,9626
2017-12-15 03:15:00+01:00,9656
2017-12-15 03:30:00+01:00,9468
2017-12-15 03:45:00+01:00,9536
2017-12-15 04:00:00+01:00,9488
2017-12-15 04:15:00+01:00,9537
2017-12-15 04:30:00+01:00,9510
2017-12-15 04:45:00+01:00,9685
2017-12-15 05:00:00+01:00,9722
2017-12-15 05:15:00+01:00,9901
2017-12-15 05:30:00+01:00,10112
2017-12-15 05:45:00+01:00,10304
2017-12-15 06:00:00+01:00,10729
2017-12-15 06:15:00+01:00,11070
2017-12-15 06:30:00+01:00,11402
2017-12-15 06:45:00+01:00,11711
2017-12-15 07:00:00+01:00,11973
2017-12-15 07:15:00+01:00,12229
2017-12-15 07:30:00+01:00,12367
2017-12-15 07:45:00+01:00,12492
2017-12-15 08:00:00+01:00,12666
2017-12-15 08:15:00+01:00,12684
2017-12-15 08:30:00+01:00,12765
2017-12-15 08:45:00+01:00,12730
2017-12-15 09:00:00+01:00,12680
2017-12-15 09:15:00+01:00,12751
2017-12-15 09:30:00+01:00,12824
2017-12-15 09:45:00+01:00,12709
2017-12-15 10:00:00+01:00,12694
2017-12-15 10:15:00+01:00,12721
2017-12-15 10:30:00+01:00,12664
2017-12-15 10:45:00+01:00,12712
2017-12-15 11:00:00+01:00,12740
2017-12-15 11:15:00+01:00,12827
2017-12-15 11:30:00+01:00,12818
2017-12-15 11:45:00+01:00,12810
2017-12-15 12:00:00+01:00,12656
2017-12-15 12:15:00+01:00,12459
2017-12-15 12:30:00+01:00,12529
2017-12-15 12:45:00+01:00,12583
2017-12-15 13:00:00+01:00,12665
2017-12-15 13:15:00+01:00,12682
2017-12-15 13:30:00+01:00,12660
2017-12-15 13:45:00+01:00,12639
2017-12-15 14:00:00+01:00,12634
2017-12-15 14:15:00+01:00,12563
2017-12-15 14:30:00+01:00,12581
2017-12-15 14:45:00+01:00,12378
2017-12-15 15:00:00+01:00,12337
2017-12-15 15:15:00+01:00,12381
2017-12-15 15:30:00+01:00,12364
2017-12-15 15:45:00+01:00,12471
2017-12-15 16:00:00+01:00,12485
2017-12-15 16:15:00+01:00,12566
2017-12-15 16:30:00+01:00,12634
2017-12-15 16:45:00+01:00,12725
2017-12-15 17:00:00+01:00,12935
2017-12-15 17:15:00+01:00,12901
2017-12-15 17:30:00+01:00,12873
2017-12-15 17:45:00+01:00,13029
2017-12-15 18:00:00+01:00,12865
2017-12-15 18:15:00+01:00,12794
2017-12-15 18:30:00+01:00,12886
2017-12-15 18:45:00+01:00,12564
2017-12-15 19:00:00+01:00,12327
2017-12-15 19:15:00+01:00,12276
2017-12-15 19:30:00+01:00,12138
2017-12-15 19:45:00+01:00,11984
2017-12-15 20:00:00+01:00,11793
2017-12-15 20:15:00+01:00,11723
2017-12-15 20:30:00+01:00,11608
2017-12-15 20:45:00+01:00,11444
2017-12-15 21:00:00+01:00,11238
2017-12-15 21:15:00+01:00,11272
2017-12-15 21:30:00+01:00,11233
2017-12-15 21:45:00+01:00,11142
2017-12-15 22:00:00+01:00,11252
2017-12-15 22:15:00+01:00,11404
2017-12-15 22:30:00+01:00,11372
2017-12-15 22:45:00+01:00,11483
2017-12-15 23:00:00+01:00,11517
2017-12-15 23:15:00+01:00,11372
2017-12-15 23:30:00+01:00,11234
2017-12-15 23:45:00+01:00,11039
2017-12-16 00:00:00+01:00,10942
2017-12-16 00:15:00+01:00,10837
2017-12-16 00:30:00+01:00,10739
2017-12-16 00:45:00+01:00,10682
2017-12-16 01:00:00+01:00,10674
2017-12-16 01:15:00+01:00,10359
2017-12-16 01:30:00+01:00,10059
2017-12-16 01:45:00+01:00,10037
2017-12-16 02:00:00+01:00,10032
2017-12-16 02:15:00+01:00,9831
2017-12-16 02:30:00+01:00,9561
2017-12-16 02:45:00+01:00,9546
2017-12-16 03:00:00+01:00,9640
2017-12-16 03:15:00+01:00,9536
2017-12-16 03:30:00+01:00,9323
2017-12-16 03:45:00+01:00,9360
2017-12-16 04:00:00+01:00,9421
2017-12-16 04:15:00+01:00,9212
2017-12-16 04:30:00+01:00,9164
2017-12-16 04:45:00+01:00,9158
2017-12-16 05:00:00+01:00,9254
2017-12-16 05:15:00+01:00,9313
2017-12-16 05:30:00+01:00,9468
2017-12-16 05:45:00+01:00,9430
2017-12-16 06:00:00+01:00,9473
2017-12-16 06:15:00+01:00,9399
2017-12-16 06:30:00+01:00,9571
2017-12-16 06:45:00+01:00,9539
2017-12-16 07:00:00+01:00,9505
2017-12-16 07:15:00+01:00,9782
2017-12-16 07:30:00+01:00,9979
2017-12-16 07:45:00+01:00,10149
2017-12-16 08:00:00+01:00,10354
2017-12-16 08:15:00+01:00,10528
2017-12-16 08:30:00+01:00,10658
2017-12-16 08:45:00+01:00,10746
2017-12-16 09:00:00+01:00,11005
2017-12-16 09:15:00+01:00,11219
2017-12-16 09:30:00+01:00,11095
2017-12-16 09:45:00+01:00,11144
2017-12-16 10:00:00+01:00,11331
2017-12-16 10:15:00+01:00,11357
2017-12-16 10:30:00+01:00,11385
2017-12-16 10:45:00+01:00,11144
2017-12-16 11:00:00+01:00,11283
2017-12-16 11:15:00+01:00,11406
2017-12-16 11:30:00+01:00,11560
2017-12-16 11:45:00+01:00,11522
2017-12-16 12:00:00+01:00,11546
2017-12-16 12:15:00+01:00,11532
2017-12-16 12:30:00+01:00,11382
2017-12-16 12:45:00+01:00,11455
2017-12-16 13:00:00+01:00,11345
2017-12-16 13:15:00+01:00,11352
2017-12-16 13:30:00+01:00,11249
2017-12-16 13:45:00+01:00,11281
2017-12-16 14:00:00+01:00,11156
2017-12-16 14:15:00+01:00,11073
2017-12-16 14:30:00+01:00,11034
2017-12-16 14:45:00+01:00,10915
2017-12-16 15:00:00+01:00,10976
2017-12-16 15:15:00+01:00,11089
2017-12-16 15:30:00+01:00,11005
2017-12-16 15:45:00+01:00,10899
2017-12-16 16:00:00+01:00,10969
2017-12-16 16:15:00+01:00,11046
2017-12-16 16:30:00+01:00,11077
2017-12-16 16:45:00+01:00,11236
2017-12-16 17:00:00+01:00,11477
2017-12-16 17:15:00+01:00,11633
2017-12-16 17:30:00+01:00,11742
2017-12-16 17:45:00+01:00,11791
2017-12-16 18:00:00+01:00,11705
2017-12-16 18:15:00+01:00,11757
2017-12-16 18:30:00+01:00,11665
2017-12-16 18:45:00+01:00,11585
2017-12-16 19:00:00+01:00,11439
2017-12-16 19:15:00+01:00,11390
2017-12-16 19:30:00+01:00,11292
2017-12-16 19:45:00+01:00,11182
2017-12-16 20:00:00+01:00,11009
2017-12-16 20:15:00+01:00,10898
2017-12-16 20:30:00+01:00,10760
2017-12-16 20:45:00+01:00,10642
2017-12-16 21:00:00+01:00,10459
2017-12-16 21:15:00+01:00,10344
2017-12-16 21:30:00+01:00,10279
2017-12-16 21:45:00+01:00,10297
2017-12-16 22:00:00+01:00,10463
2017-12-16 22:15:00+01:00,10520
2017-12-16 22:30:00+01:00,10573
2017-12-16 22:45:00+01:00,10664
2017-12-16 23:00:00+01:00,10747
2017-12-16 23:15:00+01:00,10629
2017-12-16 23:30:00+01:00,10508
2017-12-16 23:45:00+01:00,10466
2017-12-17 00:00:00+01:00,10240
2017-12-17 00:15:00+01:00,10030
2017-12-17 00:30:00+01:00,10001
2017-12-17 00:45:00+01:00,9890
2017-12-17 01:00:00+01:00,9958
2017-12-17 01:15:00+01:00,9789
2017-12-17 01:30:00+01:00,9696
2017-12-17 01:45:00+01:00,9563
2017-12-17 02:00:00+01:00,9458
2017-12-17 02:15:00+01:00,9460
2017-12-17 02:30:00+01:00,9341
2017-12-17 02:45:00+01:00,9346
2017-12-17 03:00:00+01:00,9256
2017-12-17 03:15:00+01:00,9169
2017-12-17 03:30:00+01:00,9147
2017-12-17 03:45:00+01:00,9168
2017-12-17 04:00:00+01:00,9031
2017-12-17 04:15:00+01:00,8961
2017-12-17 04:30:00+01:00,8920
2017-12-17 04:45:00+01:00,8924
2017-12-17 05:00:00+01:00,9020
2017-12-17 05:15:00+01:00,9019
2017-12-17 05:30:00+01:00,8981
2017-12-17 05:45:00+01:00,8999
2017-12-17 06:00:00+01:00,9198
2017-12-17 06:15:00+01:00,9218
2017-12-17 06:30:00+01:00,9200
2017-12-17 06:45:00+01:00,9253
2017-12-17 07:00:00+01:00,9228
2017-12-17 07:15:00+01:00,9268
2017-12-17 07:30:00+01:00,9420
2017-12-17 07:45:00+01:00,9523
2017-12-17 08:00:00+01:00,9733
2017-12-17 08:15:00+01:00,9782
2017-12-17 08:30:00+01:00,9889
2017-12-17 08:45:00+01:00,10085
2017-12-17 09:00:00+01:00,10248
2017-12-17 09:15:00+01:00,10306
2017-12-17 09:30:00+01:00,10449
2017-12-17 09:45:00+01:00,10458
2017-12-17 10:00:00+01:00,10590
2017-12-17 10:15:00+01:00,10611
2017-12-17 10:30:00+01:00,10645
2017-12-17 10:45:00+01:00,10686
2017-12-17 11:00:00+01:00,10783
2017-12-17 11:15:00+01:00,10810
2017-12-17 11:30:00+01:00,10927
2017-12-17 11:45:00+01:00,10969
2017-12-17 12:00:00+01:00,10976
2017-12-17 12:15:00+01:00,10988
2017-12-17 12:30:00+01:00,10941
2017-12-17 12:45:00+01:00,10898
2017-12-17 13:00:00+01:00,10750
2017-12-17 13:15:00+01:00,10728
2017-12-17 13:30:00+01:00,10700
2017-12-17 13:45:00+01:00,10560
2017-12-17 14:00:00+01:00,10605
2017-12-17 14:15:00+01:00,10653
2017-12-17 14:30:00+01:00,10556
2017-12-17 14:45:00+01:00,10501
2017-12-17 15:00:00+01:00,10645
2017-12-17 15:15:00+01:00,10521
2017-12-17 15:30:00+01:00,10403
2017-12-17 15:45:00+01:00,10379
2017-12-17 16:00:00+01:00,10428
2017-12-17 16:15:00+01:00,10556
2017-12-17 16:30:00+01:00,10649
2017-12-17 16:45:00+01:00,10926
2017-12-17 17:00:00+01:00,11104
2017-12-17 17:15:00+01:00,11242
2017-12-17 17:30:00+01:00,11235
2017-12-17 17:45:00+01:00,11364
2017-12-17 18:00:00+01:00,11372
2017-12-17 18:15:00+01:00,11391
2017-12-17 18:30:00+01:00,11321
2017-12-17 18:45:00+01:00,11262
2017-12-17 19:00:00+01:00,11192
2017-12-17 19:15:00+01:00,11041
2017-12-17 19:30:00+01:00,10931
2017-12-17 19:45:00+01:00,10834
2017-12-17 20:00:00+01:00,10865
2017-12-17 20:15:00+01:00,10693
2017-12-17 20:30:00+01:00,10668
2017-12-17 20:45:00+01:00,10470
2017-12-17 21:00:00+01:00,10352
2017-12-17 21:15:00+01:00,10239
2017-12-17 21:30:00+01:00,10018
2017-12-17 21:45:00+01:00,9974
2017-12-17 22:00:00+01:00,10013
2017-12-17 22:15:00+01:00,10198
2017-12-17 22:30:00+01:00,10139
2017-12-17 22:45:00+01:00,10169
2017-12-17 23:00:00+01:00,10220
2017-12-17 23:15:00+01:00,10061
2017-12-17 23:30:00+01:00,9929
2017-12-17 23:45:00+01:00,9938
2017-12-18 00:00:00+01:00,9784
2017-12-18 00:15:00+01:00,9766
2017-12-18 00:30:00+01:00,9678
2017-12-18 00:45:00+01:00,9401
2017-12-18 01:00:00+01:00,9445
2017-12-18 01:15:00+01:00,9327
2017-12-18 01:30:00+01:00,9241
2017-12-18 01:45:00+01:00,9099
2017-12-18 02:00:00+01:00,8998
2017-12-18 02:15:00+01:00,8993
2017-12-18 02:30:00+01:00,9009
2017-12-18 02:45:00+01:00,8845
2017-12-18 03:00:00+01:00,8876
2017-12-18 03:15:00+01:00,8722
2017-12-18 03:30:00+01:00,8687
2017-12-18 03:45:00+01:00,8733
2017-12-18 04:00:00+01:00,8758
2017-12-18 04:15:00+01:00,8768
2017-12-18 04:30:00+01:00,8805
2017-12-18 04:45:00+01:00,8888
2017-12-18 05:00:00+01:00,9024
2017-12-18 05:15:00+01:00,9197
2017-12-18 05:30:00+01:00,9347
2017-12-18 05:45:00+01:00,9734
