Belgium,Actual Load (MW)
2017-12-18 06:00:00+01:00,10048
2017-12-18 06:15:00+01:00,10434
2017-12-18 06:30:00+01:00,10697
2017-12-18 06:45:00+01:00,11003
2017-12-18 07:00:00+01:00,11194
2017-12-18 07:15:00+01:00,11470
2017-12-18 07:30:00+01:00,11602
2017-12-18 07:45:00+01:00,11748
2017-12-18 08:00:00+01:00,11924
2017-12-18 08:15:00+01:00,12041
2017-12-18 08:30:00+01:00,12033
2017-12-18 08:45:00+01:00,12104
2017-12-18 09:00:00+01:00,12186
2017-12-18 09:15:00+01:00,12115
2017-12-18 09:30:00+01:00,12148
2017-12-18 09:45:00+01:00,12217
2017-12-18 10:00:00+01:00,12221
2017-12-18 10:15:00+01:00,12172
2017-12-18 10:30:00+01:00,12196
2017-12-18 10:45:00+01:00,12219
2017-12-18 11:00:00+01:00,12229
2017-12-18 11:15:00+01:00,12224
2017-12-18 11:30:00+01:00,12283
2017-12-18 11:45:00+01:00,12257
2017-12-18 12:00:00+01:00,12102
2017-12-18 12:15:00+01:00,11999
2017-12-18 12:30:00+01:00,12059
2017-12-18 12:45:00+01:00,12002
2017-12-18 13:00:00+01:00,12040
2017-12-18 13:15:00+01:00,12149
2017-12-18 13:30:00+01:00,12107
2017-12-18 13:45:00+01:00,11960
2017-12-18 14:00:00+01:00,11919
2017-12-18 14:15:00+01:00,11973
2017-12-18 14:30:00+01:00,11940
2017-12-18 14:45:00+01:00,11991
2017-12-18 15:00:00+01:00,12098
2017-12-18 15:15:00+01:00,12005
2017-12-18 15:30:00+01:00,11945
2017-12-18 15:45:00+01:00,12052
2017-12-18 16:00:00+01:00,12066
2017-12-18 16:15:00+01:00,12161
2017-12-18 16:30:00+01:00,12356
2017-12-18 16:45:00+01:00,12553
2017-12-18 17:00:00+01:00,12705
2017-12-18 17:15:00+01:00,12827
2017-12-18 17:30:00+01:00,12950
2017-12-18 17:45:00+01:00,13004
2017-12-18 18:00:00+01:00,12886
2017-12-18 18:15:00+01:00,12821
2017-12-18 18:30:00+01:00,12737
2017-12-18 18:45:00+01:00,12688
2017-12-18 19:00:00+01:00,12496
2017-12-18 19:15:00+01:00,12368
2017-12-18 19:30:00+01:00,12172
2017-12-18 19:45:00+01:00,12017
2017-12-18 20:00:00+01:00,11825
2017-12-18 20:15:00+01:00,11763
2017-12-18 20:30:00+01:00,11578
2017-12-18 20:45:00+01:00,11451
2017-12-18 21:00:00+01:00,11257
2017-12-18 21:15:00+01:00,11066
2017-12-18 21:30:00+01:00,10925
2017-12-18 21:45:00+01:00,10845
2017-12-18 22:00:00+01:00,10922
2017-12-18 22:15:00+01:00,11044
2017-12-18 22:30:00+01:00,11057
2017-12-18 22:45:00+01:00,11040
2017-12-18 23:00:00+01:00,11142
2017-12-18 23:15:00+01:00,11045
2017-12-18 23:30:00+01:00,10933
2017-12-18 23:45:00+01:00,10808
2017-12-19 00:00:00+01:00,10650
2017-12-19 00:15:00+01:00,10483
2017-12-19 00:30:00+01:00,10370
2017-12-19 00:45:00+01:00,10257
2017-12-19 01:00:00+01:00,10142
2017-12-19 01:15:00+01:00,9931
2017-12-19 01:30:00+01:00,9837
2017-12-19 01:45:00+01:00,9659
2017-12-19 02:00:00+01:00,9568
2017-12-19 02:15:00+01:00,9513
2017-12-19 02:30:00+01:00,9453
2017-12-19 02:45:00+01:00,9390
2017-12-19 03:00:00+01:00,9399
2017-12-19 03:15:00+01:00,9401
2017-12-19 03:30:00+01:00,9400
2017-12-19 03:45:00+01:00,9357
2017-12-19 04:00:00+01:00,9388
2017-12-19 04:15:00+01:00,9408
2017-12-19 04:30:00+01:00,9419
2017-12-19 04:45:00+01:00,9460
2017-12-19 05:00:00+01:00,9689
2017-12-19 05:15:00+01:00,9786
2017-12-19 05:30:00+01:00,9948
2017-12-19 05:45:00+01:00,10140
2017-12-19 06:00:00+01:00,10603
2017-12-19 06:15:00+01:00,10914
2017-12-19 06:30:00+01:00,11183
2017-12-19 06:45:00+01:00,11453
2017-12-19 07:00:00+01:00,11600
2017-12-19 07:15:00+01:00,11805
2017-12-19 07:30:00+01:00,12080
2017-12-19 07:45:00+01:00,12189
2017-12-19 08:00:00+01:00,12446
2017-12-19 08:15:00+01:00,12546
2017-12-19 08:30:00+01:00,12490
2017-12-19 08:45:00+01:00,12525
2017-12-19 09:00:00+01:00,12593
2017-12-19 09:15:00+01:00,12547
2017-12-19 09:30:00+01:00,12588
2017-12-19 09:45:00+01:00,12575
2017-12-19 10:00:00+01:00,12433
2017-12-19 10:15:00+01:00,12389
2017-12-19 10:30:00+01:00,12358
2017-12-19 10:45:00+01:00,12421
2017-12-19 11:00:00+01:00,12412
2017-12-19 11:15:00+01:00,12476
2017-12-19 11:30:00+01:00,12502
2017-12-19 11:45:00+01:00,12433
2017-12-19 12:00:00+01:00,12317
2017-12-19 12:15:00+01:00,12247
2017-12-19 12:30:00+01:00,12207
2017-12-19 12:45:00+01:00,12217
2017-12-19 13:00:00+01:00,12222
2017-12-19 13:15:00+01:00,12189
2017-12-19 13:30:00+01:00,12177
2017-12-19 13:45:00+01:00,12144
2017-12-19 14:00:00+01:00,12115
2017-12-19 14:15:00+01:00,12117
2017-12-19 14:30:00+01:00,12203
2017-12-19 14:45:00+01:00,12191
2017-12-19 15:00:00+01:00,12238
2017-12-19 15:15:00+01:00,12212
2017-12-19 15:30:00+01:00,12270
2017-12-19 15:45:00+01:00,12162
2017-12-19 16:00:00+01:00,12146
2017-12-19 16:15:00+01:00,12316
2017-12-19 16:30:00+01:00,12353
2017-12-19 16:45:00+01:00,12601
2017-12-19 17:00:00+01:00,12753
2017-12-19 17:15:00+01:00,12852
2017-12-19 17:30:00+01:00,12927
2017-12-19 17:45:00+01:00,12978
2017-12-19 18:00:00+01:00,12842
2017-12-19 18:15:00+01:00,12840
2017-12-19 18:30:00+01:00,12819
2017-12-19 18:45:00+01:00,12653
2017-12-19 19:00:00+01:00,12522
2017-12-19 19:15:00+01:00,12427
2017-12-19 19:30:00+01:00,12308
2017-12-19 19:45:00+01:00,12107
2017-12-19 20:00:00+01:00,11821
2017-12-19 20:15:00+01:00,11653
2017-12-19 20:30:00+01:00,11525
2017-12-19 20:45:00+01:00,11351
2017-12-19 21:00:00+01:00,11194
2017-12-19 21:15:00+01:00,11169
2017-12-19 21:30:00+01:00,10930
2017-12-19 21:45:00+01:00,10867
2017-12-19 22:00:00+01:00,10932
2017-12-19 22:15:00+01:00,11129
2017-12-19 22:30:00+01:00,11192
2017-12-19 22:45:00+01:00,11172
2017-12-19 23:00:00+01:00,11240
2017-12-19 23:15:00+01:00,11089
2017-12-19 23:30:00+01:00,10940
2017-12-19 23:45:00+01:00,10749
2017-12-20 00:00:00+01:00,10604
2017-12-20 00:15:00+01:00,10449
2017-12-20 00:30:00+01:00,10252
2017-12-20 00:45:00+01:00,10137
2017-12-20 01:00:00+01:00,10123
2017-12-20 01:15:00+01:00,9889
2017-12-20 01:30:00+01:00,9805
2017-12-20 01:45:00+01:00,9758
2017-12-20 02:00:00+01:00,9695
2017-12-20 02:15:00+01:00,9627
2017-12-20 02:30:00+01:00,9498
2017-12-20 02:45:00+01:00,9441
2017-12-20 03:00:00+01:00,9383
2017-12-20 03:15:00+01:00,9325
2017-12-20 03:30:00+01:00,9259
2017-12-20 03:45:00+01:00,9253
2017-12-20 04:00:00+01:00,9287
2017-12-20 04:15:00+01:00,9256
2017-12-20 04:30:00+01:00,9254
2017-12-20 04:45:00+01:00,9271
2017-12-20 05:00:00+01:00,9496
2017-12-20 05:15:00+01:00,9666
2017-12-20 05:30:00+01:00,9845
2017-12-20 05:45:00+01:00,10087
2017-12-20 06:00:00+01:00,10465
2017-12-20 06:15:00+01:00,10697
2017-12-20 06:30:00+01:00,10960
2017-12-20 06:45:00+01:00,11205
2017-12-20 07:00:00+01:00,11454
2017-12-20 07:15:00+01:00,11732
2017-12-20 07:30:00+01:00,11999
2017-12-20 07:45:00+01:00,12154
2017-12-20 08:00:00+01:00,12380
2017-12-20 08:15:00+01:00,12415
2017-12-20 08:30:00+01:00,12408
2017-12-20 08:45:00+01:00,12380
2017-12-20 09:00:00+01:00,12420
2017-12-20 09:15:00+01:00,12464
2017-12-20 09:30:00+01:00,12494
2017-12-20 09:45:00+01:00,12494
2017-12-20 10:00:00+01:00,12483
2017-12-20 10:15:00+01:00,12506
2017-12-20 10:30:00+01:00,12506
2017-12-20 10:45:00+01:00,12623
2017-12-20 11:00:00+01:00,12563
2017-12-20 11:15:00+01:00,12604
2017-12-20 11:30:00+01:00,12651
2017-12-20 11:45:00+01:00,12659
2017-12-20 12:00:00+01:00,12526
2017-12-20 12:15:00+01:00,12470
2017-12-20 12:30:00+01:00,12459
2017-12-20 12:45:00+01:00,12421
2017-12-20 13:00:00+01:00,12434
2017-12-20 13:15:00+01:00,12475
2017-12-20 13:30:00+01:00,12415
2017-12-20 13:45:00+01:00,12394
2017-12-20 14:00:00+01:00,12350
2017-12-20 14:15:00+01:00,12284
2017-12-20 14:30:00+01:00,12282
2017-12-20 14:45:00+01:00,12234
2017-12-20 15:00:00+01:00,12235
2017-12-20 15:15:00+01:00,12244
2017-12-20 15:30:00+01:00,12243
2017-12-20 15:45:00+01:00,12199
2017-12-20 16:00:00+01:00,12186
2017-12-20 16:15:00+01:00,12168
2017-12-20 16:30:00+01:00,12228
2017-12-20 16:45:00+01:00,12417
2017-12-20 17:00:00+01:00,12570
2017-12-20 17:15:00+01:00,12696
2017-12-20 17:30:00+01:00,12799
2017-12-20 17:45:00+01:00,12783
2017-12-20 18:00:00+01:00,12674
2017-12-20 18:15:00+01:00,12573
2017-12-20 18:30:00+01:00,12576
2017-12-20 18:45:00+01:00,12549
2017-12-20 19:00:00+01:00,12309
2017-12-20 19:15:00+01:00,12107
2017-12-20 19:30:00+01:00,12025
2017-12-20 19:45:00+01:00,11854
2017-12-20 20:00:00+01:00,11667
2017-12-20 20:15:00+01:00,11511
2017-12-20 20:30:00+01:00,11347
2017-12-20 20:45:00+01:00,11217
2017-12-20 21:00:00+01:00,11063
2017-12-20 21:15:00+01:00,10917
2017-12-20 21:30:00+01:00,10791
2017-12-20 21:45:00+01:00,10660
2017-12-20 22:00:00+01:00,10768
2017-12-20 22:15:00+01:00,10932
2017-12-20 22:30:00+01:00,10922
2017-12-20 22:45:00+01:00,10855
2017-12-20 23:00:00+01:00,10998
2017-12-20 23:15:00+01:00,10854
2017-12-20 23:30:00+01:00,10648
2017-12-20 23:45:00+01:00,10459
2017-12-21 00:00:00+01:00,10251
2017-12-21 00:15:00+01:00,10064
2017-12-21 00:30:00+01:00,9904
2017-12-21 00:45:00+01:00,9744
2017-12-21 01:00:00+01:00,9687
2017-12-21 01:15:00+01:00,9490
2017-12-21 01:30:00+01:00,9442
2017-12-21 01:45:00+01:00,9354
2017-12-21 02:00:00+01:00,9306
2017-12-21 02:15:00+01:00,9239
2017-12-21 02:30:00+01:00,9177
2017-12-21 02:45:00+01:00,9133
2017-12-21 03:00:00+01:00,9154
2017-12-21 03:15:00+01:00,9113
2017-12-21 03:30:00+01:00,9077
2017-12-21 03:45:00+01:00,9008
2017-12-21 04:00:00+01:00,8984
2017-12-21 04:15:00+01:00,8984
2017-12-21 04:30:00+01:00,8962
2017-12-21 04:45:00+01:00,8976
2017-12-21 05:00:00+01:00,9130
2017-12-21 05:15:00+01:00,9249
2017-12-21 05:30:00+01:00,9369
2017-12-21 05:45:00+01:00,9544
2017-12-21 06:00:00+01:00,9949
2017-12-21 06:15:00+01:00,10255
2017-12-21 06:30:00+01:00,10582
2017-12-21 06:45:00+01:00,10842
2017-12-21 07:00:00+01:00,11115
2017-12-21 07:15:00+01:00,11352
2017-12-21 07:30:00+01:00,11571
2017-12-21 07:45:00+01:00,11714
2017-12-21 08:00:00+01:00,11868
2017-12-21 08:15:00+01:00,12008
2017-12-21 08:30:00+01:00,12190
2017-12-21 08:45:00+01:00,12160
2017-12-21 09:00:00+01:00,12234
2017-12-21 09:15:00+01:00,12202
2017-12-21 09:30:00+01:00,12311
2017-12-21 09:45:00+01:00,12218
2017-12-21 10:00:00+01:00,12087
2017-12-21 10:15:00+01:00,12097
2017-12-21 10:30:00+01:00,12140
2017-12-21 10:45:00+01:00,12103
2017-12-21 11:00:00+01:00,12097
2017-12-21 11:15:00+01:00,12159
2017-12-21 11:30:00+01:00,12151
2017-12-21 11:45:00+01:00,12165
2017-12-21 12:00:00+01:00,12108
2017-12-21 12:15:00+01:00,12045
2017-12-21 12:30:00+01:00,12080
2017-12-21 12:45:00+01:00,12085
2017-12-21 13:00:00+01:00,12085
2017-12-21 13:15:00+01:00,12071
2017-12-21 13:30:00+01:00,12066
2017-12-21 13:45:00+01:00,12006
2017-12-21 14:00:00+01:00,11959
2017-12-21 14:15:00+01:00,11904
2017-12-21 14:30:00+01:00,11893
2017-12-21 14:45:00+01:00,11901
2017-12-21 15:00:00+01:00,11897
2017-12-21 15:15:00+01:00,11880
2017-12-21 15:30:00+01:00,11876
2017-12-21 15:45:00+01:00,11939
2017-12-21 16:00:00+01:00,11895
2017-12-21 16:15:00+01:00,11931
2017-12-21 16:30:00+01:00,11985
2017-12-21 16:45:00+01:00,12177
2017-12-21 17:00:00+01:00,12283
2017-12-21 17:15:00+01:00,12387
2017-12-21 17:30:00+01:00,12468
2017-12-21 17:45:00+01:00,12515
2017-12-21 18:00:00+01:00,12448
2017-12-21 18:15:00+01:00,12342
2017-12-21 18:30:00+01:00,12286
2017-12-21 18:45:00+01:00,12253
2017-12-21 19:00:00+01:00,12114
2017-12-21 19:15:00+01:00,11961
2017-12-21 19:30:00+01:00,11802
2017-12-21 19:45:00+01:00,11647
2017-12-21 20:00:00+01:00,11513
2017-12-21 20:15:00+01:00,11234
2017-12-21 20:30:00+01:00,11050
2017-12-21 20:45:00+01:00,10930
2017-12-21 21:00:00+01:00,10857
2017-12-21 21:15:00+01:00,10733
2017-12-21 21:30:00+01:00,10632
2017-12-21 21:45:00+01:00,10596
2017-12-21 22:00:00+01:00,10648
2017-12-21 22:15:00+01:00,10861
2017-12-21 22:30:00+01:00,10817
2017-12-21 22:45:00+01:00,10753
2017-12-21 23:00:00+01:00,10847
2017-12-21 23:15:00+01:00,10763
2017-12-21 23:30:00+01:00,10566
2017-12-21 23:45:00+01:00,10415
2017-12-22 00:00:00+01:00,10246
2017-12-22 00:15:00+01:00,10025
2017-12-22 00:30:00+01:00,9847
2017-12-22 00:45:00+01:00,9664
2017-12-22 01:00:00+01:00,9548
2017-12-22 01:15:00+01:00,9380
2017-12-22 01:30:00+01:00,9276
2017-12-22 01:45:00+01:00,9097
2017-12-22 02:00:00+01:00,9007
2017-12-22 02:15:00+01:00,8937
2017-12-22 02:30:00+01:00,8901
2017-12-22 02:45:00+01:00,8808
2017-12-22 03:00:00+01:00,8867
2017-12-22 03:15:00+01:00,8861
2017-12-22 03:30:00+01:00,8760
2017-12-22 03:45:00+01:00,8769
2017-12-22 04:00:00+01:00,8778
2017-12-22 04:15:00+01:00,8793
2017-12-22 04:30:00+01:00,8913
2017-12-22 04:45:00+01:00,8993
2017-12-22 05:00:00+01:00,9110
2017-12-22 05:15:00+01:00,9205
2017-12-22 05:30:00+01:00,9336
2017-12-22 05:45:00+01:00,9487
2017-12-22 06:00:00+01:00,9862
2017-12-22 06:15:00+01:00,10175
2017-12-22 06:30:00+01:00,10399
2017-12-22 06:45:00+01:00,10657
2017-12-22 07:00:00+01:00,10820
2017-12-22 07:15:00+01:00,10981
2017-12-22 07:30:00+01:00,11260
2017-12-22 07:45:00+01:00,11451
2017-12-22 08:00:00+01:00,11629
2017-12-22 08:15:00+01:00,11729
2017-12-22 08:30:00+01:00,11712
2017-12-22 08:45:00+01:00,11720
2017-12-22 09:00:00+01:00,11698
2017-12-22 09:15:00+01:00,11750
2017-12-22 09:30:00+01:00,11793
2017-12-22 09:45:00+01:00,11835
2017-12-22 10:00:00+01:00,11780
2017-12-22 10:15:00+01:00,11746
2017-12-22 10:30:00+01:00,11703
2017-12-22 10:45:00+01:00,11779
2017-12-22 11:00:00+01:00,11743
2017-12-22 11:15:00+01:00,11783
2017-12-22 11:30:00+01:00,11823
2017-12-22 11:45:00+01:00,11826
2017-12-22 12:00:00+01:00,11788
2017-12-22 12:15:00+01:00,11702
2017-12-22 12:30:00+01:00,11661
2017-12-22 12:45:00+01:00,11592
2017-12-22 13:00:00+01:00,11543
2017-12-22 13:15:00+01:00,11491
2017-12-22 13:30:00+01:00,11461
2017-12-22 13:45:00+01:00,11406
2017-12-22 14:00:00+01:00,11303
2017-12-22 14:15:00+01:00,11355
2017-12-22 14:30:00+01:00,11328
2017-12-22 14:45:00+01:00,11286
2017-12-22 15:00:00+01:00,11280
2017-12-22 15:15:00+01:00,11257
2017-12-22 15:30:00+01:00,11244
2017-12-22 15:45:00+01:00,11204
2017-12-22 16:00:00+01:00,11275
2017-12-22 16:15:00+01:00,11338
2017-12-22 16:30:00+01:00,11481
2017-12-22 16:45:00+01:00,11671
2017-12-22 17:00:00+01:00,11817
2017-12-22 17:15:00+01:00,11864
2017-12-22 17:30:00+01:00,11923
2017-12-22 17:45:00+01:00,11951
2017-12-22 18:00:00+01:00,11786
2017-12-22 18:15:00+01:00,11721
2017-12-22 18:30:00+01:00,11638
2017-12-22 18:45:00+01:00,11495
2017-12-22 19:00:00+01:00,11397
2017-12-22 19:15:00+01:00,11246
2017-12-22 19:30:00+01:00,11160
2017-12-22 19:45:00+01:00,10995
2017-12-22 20:00:00+01:00,10906
2017-12-22 20:15:00+01:00,10776
2017-12-22 20:30:00+01:00,10629
2017-12-22 20:45:00+01:00,10535
2017-12-22 21:00:00+01:00,10395
2017-12-22 21:15:00+01:00,10315
2017-12-22 21:30:00+01:00,10126
2017-12-22 21:45:00+01:00,10045
2017-12-22 22:00:00+01:00,10212
2017-12-22 22:15:00+01:00,10401
2017-12-22 22:30:00+01:00,10426
2017-12-22 22:45:00+01:00,10381
2017-12-22 23:00:00+01:00,10522
2017-12-22 23:15:00+01:00,10468
2017-12-22 23:30:00+01:00,10346
2017-12-22 23:45:00+01:00,10151
2017-12-23 00:00:00+01:00,9932
2017-12-23 00:15:00+01:00,9734
2017-12-23 00:30:00+01:00,9529
2017-12-23 00:45:00+01:00,9394
2017-12-23 01:00:00+01:00,9368
2017-12-23 01:15:00+01:00,9159
2017-12-23 01:30:00+01:00,9010
2017-12-23 01:45:00+01:00,8865
2017-12-23 02:00:00+01:00,8681
2017-12-23 02:15:00+01:00,8625
2017-12-23 02:30:00+01:00,8554
2017-12-23 02:45:00+01:00,8459
2017-12-23 03:00:00+01:00,8373
2017-12-23 03:15:00+01:00,8356
2017-12-23 03:30:00+01:00,8377
2017-12-23 03:45:00+01:00,8304
2017-12-23 04:00:00+01:00,8256
2017-12-23 04:15:00+01:00,8167
2017-12-23 04:30:00+01:00,8155
2017-12-23 04:45:00+01:00,8218
2017-12-23 05:00:00+01:00,8264
2017-12-23 05:15:00+01:00,8289
2017-12-23 05:30:00+01:00,8395
2017-12-23 05:45:00+01:00,8495
2017-12-23 06:00:00+01:00,8621
2017-12-23 06:15:00+01:00,8643
2017-12-23 06:30:00+01:00,8699
2017-12-23 06:45:00+01:00,8776
2017-12-23 07:00:00+01:00,8759
2017-12-23 07:15:00+01:00,8869
2017-12-23 07:30:00+01:00,8984
2017-12-23 07:45:00+01:00,9137
2017-12-23 08:00:00+01:00,9332
2017-12-23 08:15:00+01:00,9506
2017-12-23 08:30:00+01:00,9601
2017-12-23 08:45:00+01:00,9681
2017-12-23 09:00:00+01:00,9796
2017-12-23 09:15:00+01:00,9931
2017-12-23 09:30:00+01:00,10056
2017-12-23 09:45:00+01:00,10134
2017-12-23 10:00:00+01:00,10225
2017-12-23 10:15:00+01:00,10322
2017-12-23 10:30:00+01:00,10290
2017-12-23 10:45:00+01:00,10300
2017-12-23 11:00:00+01:00,10323
2017-12-23 11:15:00+01:00,10426
2017-12-23 11:30:00+01:00,10571
2017-12-23 11:45:00+01:00,10509
2017-12-23 12:00:00+01:00,10468
2017-12-23 12:15:00+01:00,10430
2017-12-23 12:30:00+01:00,10412
2017-12-23 12:45:00+01:00,10401
2017-12-23 13:00:00+01:00,10356
2017-12-23 13:15:00+01:00,10347
2017-12-23 13:30:00+01:00,10340
2017-12-23 13:45:00+01:00,10298
2017-12-23 14:00:00+01:00,10347
2017-12-23 14:15:00+01:00,10270
2017-12-23 14:30:00+01:00,10255
2017-12-23 14:45:00+01:00,10168
2017-12-23 15:00:00+01:00,10234
2017-12-23 15:15:00+01:00,10249
2017-12-23 15:30:00+01:00,10198
2017-12-23 15:45:00+01:00,10265
2017-12-23 16:00:00+01:00,10208
2017-12-23 16:15:00+01:00,10214
2017-12-23 16:30:00+01:00,10355
2017-12-23 16:45:00+01:00,10577
2017-12-23 17:00:00+01:00,10700
2017-12-23 17:15:00+01:00,10730
2017-12-23 17:30:00+01:00,10865
2017-12-23 17:45:00+01:00,10899
2017-12-23 18:00:00+01:00,10813
2017-12-23 18:15:00+01:00,10822
2017-12-23 18:30:00+01:00,10675
2017-12-23 18:45:00+01:00,10604
2017-12-23 19:00:00+01:00,10504
2017-12-23 19:15:00+01:00,10433
2017-12-23 19:30:00+01:00,10344
2017-12-23 19:45:00+01:00,10297
2017-12-23 20:00:00+01:00,10110
2017-12-23 20:15:00+01:00,9991
2017-12-23 20:30:00+01:00,9822
2017-12-23 20:45:00+01:00,9706
2017-12-23 21:00:00+01:00,9461
2017-12-23 21:15:00+01:00,9405
2017-12-23 21:30:00+01:00,9280
2017-12-23 21:45:00+01:00,9125
2017-12-23 22:00:00+01:00,9165
2017-12-23 22:15:00+01:00,9355
2017-12-23 22:30:00+01:00,9288
2017-12-23 22:45:00+01:00,9322
2017-12-23 23:00:00+01:00,9447
2017-12-23 23:15:00+01:00,9319
2017-12-23 23:30:00+01:00,9239
2017-12-23 23:45:00+01:00,9105
2017-12-24 00:00:00+01:00,8976
2017-12-24 00:15:00+01:00,8893
2017-12-24 00:30:00+01:00,8686
2017-12-24 00:45:00+01:00,8479
2017-12-24 01:00:00+01:00,8436
2017-12-24 01:15:00+01:00,8302
2017-12-24 01:30:00+01:00,8095
2017-12-24 01:45:00+01:00,7976
2017-12-24 02:00:00+01:00,7911
2017-12-24 02:15:00+01:00,7850
2017-12-24 02:30:00+01:00,7784
2017-12-24 02:45:00+01:00,7772
2017-12-24 03:00:00+01:00,7695
2017-12-24 03:15:00+01:00,7638
2017-12-24 03:30:00+01:00,7616
2017-12-24 03:45:00+01:00,7558
2017-12-24 04:00:00+01:00,7498
2017-12-24 04:15:00+01:00,7504
2017-12-24 04:30:00+01:00,7470
2017-12-24 04:45:00+01:00,7520
2017-12-24 05:00:00+01:00,7617
2017-12-24 05:15:00+01:00,7575
2017-12-24 05:30:00+01:00,7582
2017-12-24 05:45:00+01:00,7619
2017-12-24 06:00:00+01:00,7775
2017-12-24 06:15:00+01:00,7794
2017-12-24 06:30:00+01:00,7810
2017-12-24 06:45:00+01:00,7876
2017-12-24 07:00:00+01:00,7864
2017-12-24 07:15:00+01:00,7899
2017-12-24 07:30:00+01:00,7990
2017-12-24 07:45:00+01:00,8016
2017-12-24 08:00:00+01:00,8280
2017-12-24 08:15:00+01:00,8505
2017-12-24 08:30:00+01:00,8567
2017-12-24 08:45:00+01:00,8685
2017-12-24 09:00:00+01:00,8855
2017-12-24 09:15:00+01:00,8943
2017-12-24 09:30:00+01:00,9063
2017-12-24 09:45:00+01:00,9190
2017-12-24 10:00:00+01:00,9380
2017-12-24 10:15:00+01:00,9435
2017-12-24 10:30:00+01:00,9483
2017-12-24 10:45:00+01:00,9618
2017-12-24 11:00:00+01:00,9635
2017-12-24 11:15:00+01:00,9745
2017-12-24 11:30:00+01:00,9865
2017-12-24 11:45:00+01:00,9862
2017-12-24 12:00:00+01:00,9863
2017-12-24 12:15:00+01:00,9940
2017-12-24 12:30:00+01:00,9832
2017-12-24 12:45:00+01:00,9919
2017-12-24 13:00:00+01:00,9922
2017-12-24 13:15:00+01:00,9876
2017-12-24 13:30:00+01:00,9887
2017-12-24 13:45:00+01:00,9804
2017-12-24 14:00:00+01:00,9717
2017-12-24 14:15:00+01:00,9650
2017-12-24 14:30:00+01:00,9572
2017-12-24 14:45:00+01:00,9555
2017-12-24 15:00:00+01:00,9626
2017-12-24 15:15:00+01:00,9589
2017-12-24 15:30:00+01:00,9577
2017-12-24 15:45:00+01:00,9581
2017-12-24 16:00:00+01:00,9574
2017-12-24 16:15:00+01:00,9606
2017-12-24 16:30:00+01:00,9671
2017-12-24 16:45:00+01:00,9802
2017-12-24 17:00:00+01:00,9905
2017-12-24 17:15:00+01:00,9941
2017-12-24 17:30:00+01:00,9914
2017-12-24 17:45:00+01:00,9849
2017-12-24 18:00:00+01:00,9714
2017-12-24 18:15:00+01:00,9599
2017-12-24 18:30:00+01:00,9536
2017-12-24 18:45:00+01:00,9494
2017-12-24 19:00:00+01:00,9389
2017-12-24 19:15:00+01:00,9293
2017-12-24 19:30:00+01:00,9242
2017-12-24 19:45:00+01:00,9163
2017-12-24 20:00:00+01:00,9135
2017-12-24 20:15:00+01:00,9136
2017-12-24 20:30:00+01:00,9036
2017-12-24 20:45:00+01:00,8988
2017-12-24 21:00:00+01:00,8929
2017-12-24 21:15:00+01:00,8828
2017-12-24 21:30:00+01:00,8743
2017-12-24 21:45:00+01:00,8730
2017-12-24 22:00:00+01:00,8792
2017-12-24 22:15:00+01:00,8876
2017-12-24 22:30:00+01:00,8961
2017-12-24 22:45:00+01:00,9036
2017-12-24 23:00:00+01:00,9139
2017-12-24 23:15:00+01:00,9127
2017-12-24 23:30:00+01:00,8980
2017-12-24 23:45:00+01:00,8899
2017-12-25 00:00:00+01:00,8836
2017-12-25 00:15:00+01:00,8724
2017-12-25 00:30:00+01:00,8622
2017-12-25 00:45:00+01:00,8519
2017-12-25 01:00:00+01:00,8398
2017-12-25 01:15:00+01:00,8175
2017-12-25 01:30:00+01:00,7973
2017-12-25 01:45:00+01:00,7794
2017-12-25 02:00:00+01:00,7686
2017-12-25 02:15:00+01:00,7635
2017-12-25 02:30:00+01:00,7584
2017-12-25 02:45:00+01:00,7452
2017-12-25 03:00:00+01:00,7481
2017-12-25 03:15:00+01:00,7379
2017-12-25 03:30:00+01:00,7283
2017-12-25 03:45:00+01:00,7266
2017-12-25 04:00:00+01:00,7267
2017-12-25 04:15:00+01:00,7259
2017-12-25 04:30:00+01:00,7233
2017-12-25 04:45:00+01:00,7227
2017-12-25 05:00:00+01:00,7237
2017-12-25 05:15:00+01:00,7216
2017-12-25 05:30:00+01:00,7302
2017-12-25 05:45:00+01:00,7346
2017-12-25 06:00:00+01:00,7425
2017-12-25 06:15:00+01:00,7389
2017-12-25 06:30:00+01:00,7419
2017-12-25 06:45:00+01:00,7507
2017-12-25 07:00:00+01:00,7450
2017-12-25 07:15:00+01:00,7352
2017-12-25 07:30:00+01:00,7436
2017-12-25 07:45:00+01:00,7487
2017-12-25 08:00:00+01:00,7583
2017-12-25 08:15:00+01:00,7659
2017-12-25 08:30:00+01:00,7721
2017-12-25 08:45:00+01:00,7823
2017-12-25 09:00:00+01:00,7908
2017-12-25 09:15:00+01:00,7987
2017-12-25 09:30:00+01:00,8064
2017-12-25 09:45:00+01:00,8263
2017-12-25 10:00:00+01:00,8369
2017-12-25 10:15:00+01:00,8544
2017-12-25 10:30:00+01:00,8596
2017-12-25 10:45:00+01:00,8685
2017-12-25 11:00:00+01:00,8806
2017-12-25 11:15:00+01:00,8806
2017-12-25 11:30:00+01:00,8805
2017-12-25 11:45:00+01:00,8827
2017-12-25 12:00:00+01:00,8867
2017-12-25 12:15:00+01:00,8894
2017-12-25 12:30:00+01:00,8983
